filename,ground_truth,prediction,ground_truth_normalized,prediction_normalized,wer,cer,length_ground_truth,length_prediction
0011_000035.wav,the name really is the agedaged man.,the name really is the aged aged man,the name really is the agedaged man,the name really is the aged aged man,0.2857142857142857,0.02857142857142857,7,8
0011_000036.wav,how i hate this foul pool!,how i hate this foul pool,how i hate this foul pool,how i hate this foul pool,0.0,0.0,6,6
0011_000037.wav,i think it'll encourage me.,i think it'll encourage me,i think itll encourage me,i think itll encourage me,0.0,0.0,5,5
0011_000038.wav,"hold up my chin, slow and solid.",hold up my chin slow and solid,hold up my chin slow and solid,hold up my chin slow and solid,0.0,0.0,7,7
0011_000039.wav,our thanks to god's oath.,ow thanks to god's oath,our thanks to gods oath,ow thanks to gods oath,0.2,0.08695652173913043,5,5
0011_000040.wav,in which fox loses a tail and its elder sister finds one.,in which fox loses a tail and its elder sister founds one,in which fox loses a tail and its elder sister finds one,in which fox loses a tail and its elder sister founds one,0.08333333333333333,0.03571428571428571,12,12
0011_000041.wav,i chose the right way.,i choose the right way,i chose the right way,i choose the right way,0.2,0.047619047619047616,5,5
0011_000042.wav,she may mind ye of her.,she may mind yo of her,she may mind ye of her,she may mind yo of her,0.16666666666666666,0.045454545454545456,6,6
0011_000043.wav,story twenty nine a boy and a monkey.,storits winny nane a boy an a monkey,story twenty nine a boy and a monkey,storits winny nane a boy an a monkey,0.5,0.2222222222222222,8,8
0011_000044.wav,take courage all isn't lost yet.,take courage all isn't lost yet,take courage all isnt lost yet,take courage all isnt lost yet,0.0,0.0,6,6
0011_000045.wav,the nastiest things they saw were the cobwebs.,the nastious things they saw were the cobwabs,the nastiest things they saw were the cobwebs,the nastious things they saw were the cobwabs,0.25,0.08888888888888889,8,8
0011_000046.wav,they'd never know i'd regular ran away.,they'd never know i'd reg'lar run away,theyd never know id regular ran away,theyd never know id reglar run away,0.2857142857142857,0.05555555555555555,7,7
0011_000047.wav,please excuse me.,please excuse me,please excuse me,please excuse me,0.0,0.0,3,3
0011_000048.wav,"you are not a runaway,who are you?",you are not a run away who are you,you are not a runawaywho are you,you are not a run away who are you,0.42857142857142855,0.0625,7,9
0011_000049.wav,then we all say aha!,then we all say aha,then we all say aha,then we all say aha,0.0,0.0,5,5
0011_000050.wav,rabbit gave dog a hurrying up sort of nudge.,rabbit gave dog a hurrying up sort of nurch,rabbit gave dog a hurrying up sort of nudge,rabbit gave dog a hurrying up sort of nurch,0.1111111111111111,0.06976744186046512,9,9
0011_000051.wav,said the american to the chinese.,said the american to the chinese,said the american to the chinese,said the american to the chinese,0.0,0.0,6,6
0011_000052.wav,"from august eighteenth, of their divorce.",from august eighteenth of their divorce,from august eighteenth of their divorce,from august eighteenth of their divorce,0.0,0.0,6,6
0011_000053.wav,he was still in the forest!,he was still in the forest,he was still in the forest,he was still in the forest,0.0,0.0,6,6
0011_000054.wav,are you a regular darkey really?,are you a regular darky really,are you a regular darkey really,are you a regular darky really,0.16666666666666666,0.03225806451612903,6,6
0011_000055.wav,a deafening chirruping rent the air.,a deafening chirruping rent the air,a deafening chirruping rent the air,a deafening chirruping rent the air,0.0,0.0,6,6
0011_000056.wav,your midget wife can never sing a song.,your imaget wife can never sing a song,your midget wife can never sing a song,your imaget wife can never sing a song,0.125,0.07894736842105263,8,8
0011_000057.wav,hannibal come to see you.,hanniball come to see you,hannibal come to see you,hanniball come to see you,0.2,0.041666666666666664,5,5
0011_000058.wav,the octopus has eight legs.,the octapus has eight legs,the octopus has eight legs,the octapus has eight legs,0.2,0.038461538461538464,5,5
0011_000059.wav,zero four three a silver shilling is journey.,zero for three a silver shilling is journey,zero four three a silver shilling is journey,zero for three a silver shilling is journey,0.125,0.022727272727272728,8,8
0011_000060.wav,that i am a born nurse.,that i am a boyn nurse,that i am a born nurse,that i am a boyn nurse,0.16666666666666666,0.045454545454545456,6,6
0011_000061.wav,"midyear is day, shire year.",mid year is day shire year,midyear is day shire year,mid year is day shire year,0.4,0.04,5,6
0011_000062.wav,"tom, went on eeyore gloomily.",tom went on e or gloomily,tom went on eeyore gloomily,tom went on e or gloomily,0.4,0.1111111111111111,5,6
0011_000063.wav,asteroid three hundred and twenty five.,asteroid three hundred and twenty five,asteroid three hundred and twenty five,asteroid three hundred and twenty five,0.0,0.0,6,6
0011_000064.wav,and we are so thirsty!,and we are so thirsty,and we are so thirsty,and we are so thirsty,0.0,0.0,5,5
0011_000065.wav,tom could hardly speak for laughing.,tom could hardly speak for laughing,tom could hardly speak for laughing,tom could hardly speak for laughing,0.0,0.0,6,6
0011_000066.wav,shall we let barbara in?,shall we let barber in,shall we let barbara in,shall we let barber in,0.2,0.08695652173913043,5,5
0011_000067.wav,"i suppose no, it doesn't!",i s'ppose dough it doesn't,i suppose no it doesnt,i sppose dough it doesnt,0.4,0.22727272727272727,5,5
0011_000068.wav,i do not eat bread.,i do not eat bread,i do not eat bread,i do not eat bread,0.0,0.0,5,5
0011_000069.wav,"not much use is it, sam?",not much use is it sam,not much use is it sam,not much use is it sam,0.0,0.0,6,6
0011_000070.wav,tom now let our arrows fly!,tom now let our arrows fly,tom now let our arrows fly,tom now let our arrows fly,0.0,0.0,6,6
0011_000071.wav,she was born on april nineteen forty three.,she was born on april nineteen forty three,she was born on april nineteen forty three,she was born on april nineteen forty three,0.0,0.0,8,8
0011_000072.wav,"how are you, dear child?",how are yo dear child,how are you dear child,how are yo dear child,0.2,0.045454545454545456,5,5
0011_000073.wav,how suspicious this fox.,how suspicious this fox,how suspicious this fox,how suspicious this fox,0.0,0.0,4,4
0011_000074.wav,come on my jack in the boxes!,come on my jack in the boxes,come on my jack in the boxes,come on my jack in the boxes,0.0,0.0,7,7
0011_000075.wav,i'd far rather go without them than eat them!,i'd far rather go without them than eat them,id far rather go without them than eat them,id far rather go without them than eat them,0.0,0.0,9,9
0011_000076.wav,the hag looked in the stove.,the hag looked in the stove,the hag looked in the stove,the hag looked in the stove,0.0,0.0,6,6
0011_000077.wav,but i saw you walking.,but i saw you walking,but i saw you walking,but i saw you walking,0.0,0.0,5,5
0011_000078.wav,the art quite safe with me.,the art quite safe with me,the art quite safe with me,the art quite safe with me,0.0,0.0,6,6
0011_000079.wav,all my gum tips gone as well.,all my gum tip's gone as well,all my gum tips gone as well,all my gum tips gone as well,0.0,0.0,7,7
0011_000080.wav,then there was a report.,then there was a report,then there was a report,then there was a report,0.0,0.0,5,5
0011_000081.wav,and i never had a whooping cough why.,and i never had a hooping cough why,and i never had a whooping cough why,and i never had a hooping cough why,0.125,0.027777777777777776,8,8
0011_000082.wav,a fair jaw cracker dwarf language must be!,a fair jaw crack of dwarf language must be,a fair jaw cracker dwarf language must be,a fair jaw crack of dwarf language must be,0.25,0.07317073170731707,8,9
0011_000083.wav,be off now as quick as you may!,be off now as quick as you may,be off now as quick as you may,be off now as quick as you may,0.0,0.0,8,8
0011_000084.wav,by hook or by crook.,ba hook a ba crook,by hook or by crook,ba hook a ba crook,0.6,0.21052631578947367,5,5
0011_000085.wav,suppose i take grandmother a fresh vegetable.,s'pose i take my grandmother afresh vegetable,suppose i take grandmother a fresh vegetable,spose i take my grandmother afresh vegetable,0.5714285714285714,0.13636363636363635,7,7
0011_000086.wav,and tick a tack too.,antique a tack to,and tick a tack too,antique a tack to,0.6,0.3157894736842105,5,4
0011_000087.wav,a hippo lives in the zoo.,a hippo lives in the zoo,a hippo lives in the zoo,a hippo lives in the zoo,0.0,0.0,6,6
0011_000088.wav,in my opinion that is a good idea!,in my opinion that is a good idea,in my opinion that is a good idea,in my opinion that is a good idea,0.0,0.0,8,8
0011_000089.wav,let go of my top knot.,let go of my topknot,let go of my top knot,let go of my topknot,0.3333333333333333,0.047619047619047616,6,5
0011_000090.wav,and they did push so!,and they did push so,and they did push so,and they did push so,0.0,0.0,5,5
0011_000091.wav,we expected tom would jump for joy.,we expected tom would jump for joy,we expected tom would jump for joy,we expected tom would jump for joy,0.0,0.0,7,7
0011_000092.wav,does the one that wins get the crowned?,does the one that winds get the crowned,does the one that wins get the crowned,does the one that winds get the crowned,0.125,0.02631578947368421,8,8
0011_000093.wav,to buy two pork chops.,to buy two port chops,to buy two pork chops,to buy two port chops,0.2,0.047619047619047616,5,5
0011_000094.wav,they found a cow grazing in a field.,they found a cow grazing in the field,they found a cow grazing in a field,they found a cow grazing in the field,0.125,0.08571428571428572,8,8
0011_000095.wav,what i have we here?,what i have we here,what i have we here,what i have we here,0.0,0.0,5,5
0011_000096.wav,i don't painted tiger.,i don't paint a tiger,i dont painted tiger,i dont paint a tiger,0.5,0.1,4,5
0011_000097.wav,confess that you opened the thirteenth door.,confess that you opened the thirteenth door,confess that you opened the thirteenth door,confess that you opened the thirteenth door,0.0,0.0,7,7
0011_000098.wav,said the witch.,said the witch,said the witch,said the witch,0.0,0.0,3,3
0011_000099.wav,i've hit the wrong nose.,i've hit the wrong nose,ive hit the wrong nose,ive hit the wrong nose,0.0,0.0,5,5
0011_000100.wav,"well anyhow it didn't rain, he said.",well anyhow it didn't rain he said,well anyhow it didnt rain he said,well anyhow it didnt rain he said,0.0,0.0,7,7
0011_000101.wav,"it's me piglit, help help!",it's me piglet help help,its me piglit help help,its me piglet help help,0.2,0.043478260869565216,5,5
0011_000102.wav,"this is jack, the relatives of tom.",this is jack the relative of tom,this is jack the relatives of tom,this is jack the relative of tom,0.14285714285714285,0.030303030303030304,7,7
0011_000103.wav,the elephant and the carpenter is the longest.,the elephant and the carpenter is the longest,the elephant and the carpenter is the longest,the elephant and the carpenter is the longest,0.0,0.0,8,8
0011_000104.wav,here i am whom you seek.,here i am whom you seek,here i am whom you seek,here i am whom you seek,0.0,0.0,6,6
0011_000105.wav,he was killed by an arrow.,he was killed by an arrow,he was killed by an arrow,he was killed by an arrow,0.0,0.0,6,6
0011_000106.wav,i guess it's a choice feast.,i guess it's a choice feast,i guess its a choice feast,i guess its a choice feast,0.0,0.0,6,6
0011_000107.wav,tom and michael woke up next morning.,tom and michael woke up next morning,tom and michael woke up next morning,tom and michael woke up next morning,0.0,0.0,7,7
0011_000108.wav,the squire himself showed perfect.,the squi himself showed perfect,the squire himself showed perfect,the squi himself showed perfect,0.2,0.06060606060606061,5,5
0011_000109.wav,if they mother knew it.,if their mother knew it,if they mother knew it,if their mother knew it,0.2,0.09090909090909091,5,5
0011_000110.wav,act drop second act scene.,act dropped second act scene,act drop second act scene,act dropped second act scene,0.2,0.12,5,5
0011_000111.wav,we nightly dance our heyday guise.,we not ly dance our he de gis,we nightly dance our heyday guise,we not ly dance our he de gis,0.8333333333333334,0.2727272727272727,6,8
0011_000112.wav,"clown, to call him joey.",clown to call him joy,clown to call him joey,clown to call him joy,0.2,0.045454545454545456,5,5
0011_000113.wav,mister lawson saw george last night.,mister lawson saw george last night,mister lawson saw george last night,mister lawson saw george last night,0.0,0.0,6,6
0011_000114.wav,a half pounds of flour and two ounces suet.,a half pounds of flour in two ounceos swate,a half pounds of flour and two ounces suet,a half pounds of flour in two ounceos swate,0.3333333333333333,0.14285714285714285,9,9
0011_000115.wav,"he might call it, for example.",he might call it for example,he might call it for example,he might call it for example,0.0,0.0,6,6
0011_000116.wav,"no, i burst the balloon!",no i burst the balloon,no i burst the balloon,no i burst the balloon,0.0,0.0,5,5
0011_000117.wav,they were children of mine.,they were children of mad,they were children of mine,they were children of mad,0.2,0.11538461538461539,5,5
0011_000118.wav,look out! said alice.,look out said alice,look out said alice,look out said alice,0.0,0.0,4,4
0011_000119.wav,the owl flew into a bush.,the owl flew into a bush,the owl flew into a bush,the owl flew into a bush,0.0,0.0,6,6
0011_000120.wav,our king george is labourers.,ou king george is labourers,our king george is labourers,ou king george is labourers,0.2,0.03571428571428571,5,5
0011_000121.wav,finn and the fairy shoemaker.,finn and the fairys shoemaker,finn and the fairy shoemaker,finn and the fairys shoemaker,0.2,0.03571428571428571,5,5
0011_000122.wav,am i an absolute pauper?,am i an absolute pauper,am i an absolute pauper,am i an absolute pauper,0.0,0.0,5,5
0011_000123.wav,i am from towel land.,i am from towelland,i am from towel land,i am from towelland,0.4,0.05,5,4
0011_000124.wav,"you know, answers to the name of tom's son.",you know ans to the name of tom's son,you know answers to the name of toms son,you know ans to the name of toms son,0.1111111111111111,0.1,9,9
0011_000125.wav,to catch that bulrush root with my paw!,to catch that bulrush root with my paw,to catch that bulrush root with my paw,to catch that bulrush root with my paw,0.0,0.0,8,8
0011_000126.wav,will this turn goes to the hill.,well this turn goes to the hill,will this turn goes to the hill,well this turn goes to the hill,0.14285714285714285,0.03225806451612903,7,7
0011_000127.wav,cos i know i had some honey.,cause i know i had some honey,cos i know i had some honey,cause i know i had some honey,0.14285714285714285,0.1111111111111111,7,7
0011_000128.wav,put that rude grasshopper in jail!,put that rude grass hopper in jail,put that rude grasshopper in jail,put that rude grass hopper in jail,0.3333333333333333,0.030303030303030304,6,7
0011_000129.wav,a large flat ferry boat was moored beside it.,a large flat ferryboat was moored beside it,a large flat ferry boat was moored beside it,a large flat ferryboat was moored beside it,0.2222222222222222,0.022727272727272728,9,8
0011_000130.wav,and would spoil my joke.,an would spoil my joke,and would spoil my joke,an would spoil my joke,0.2,0.043478260869565216,5,5
0011_000131.wav,it must come sometimes to jam a day.,it must come sometimes to jam a day,it must come sometimes to jam a day,it must come sometimes to jam a day,0.0,0.0,8,8
0011_000132.wav,my god i thank you for this mercy!,my god i thank you for this mercy,my god i thank you for this mercy,my god i thank you for this mercy,0.0,0.0,8,8
0011_000133.wav,i can smell the breath of an english.,i can smell the breath of an english,i can smell the breath of an english,i can smell the breath of an english,0.0,0.0,8,8
0011_000134.wav,rare rabbit had a little apron.,rare rabbit had a little apron,rare rabbit had a little apron,rare rabbit had a little apron,0.0,0.0,6,6
0011_000135.wav,i blinked my eyes hard.,i blink my eyes hard,i blinked my eyes hard,i blink my eyes hard,0.2,0.09090909090909091,5,5
0011_000136.wav,she has eaten the tapioca all-of it.,she has eaten the tapioka all of it,she has eaten the tapioca allof it,she has eaten the tapioka all of it,0.42857142857142855,0.058823529411764705,7,8
0011_000137.wav,let this glass globe be.,let this glass globe be,let this glass globe be,let this glass globe be,0.0,0.0,5,5
0011_000138.wav,but one requires the explorer to furnish proofs.,but one requires the explorer to furnish proofs,but one requires the explorer to furnish proofs,but one requires the explorer to furnish proofs,0.0,0.0,8,8
0011_000139.wav,cuckoos is downheaded and cry.,cuccoose is downheaded and cried,cuckoos is downheaded and cry,cuccoose is downheaded and cried,0.4,0.1724137931034483,5,5
0011_000140.wav,what an impetuous boy he is!,what an impetuous boy he is,what an impetuous boy he is,what an impetuous boy he is,0.0,0.0,6,6
0011_000141.wav,can i lodge here tonight?,can i lodge here to night,can i lodge here tonight,can i lodge here to night,0.4,0.041666666666666664,5,6
0011_000142.wav,wake now my merry tads!,wake now my mery tads,wake now my merry tads,wake now my mery tads,0.2,0.045454545454545456,5,5
0011_000143.wav,pussy can sit by the fire and sing.,pussy can sit by the fire and sing,pussy can sit by the fire and sing,pussy can sit by the fire and sing,0.0,0.0,8,8
0011_000144.wav,we all see panda on tv or in the zoo.,we all see panda ontevi or in the zo,we all see panda on tv or in the zoo,we all see panda ontevi or in the zo,0.3,0.1111111111111111,10,9
0011_000145.wav,reed by the living pool!,read by the living pull,reed by the living pool,read by the living pull,0.4,0.13043478260869565,5,5
0011_000146.wav,"he said to jack, the chatterer.",he said to jack the chatterer,he said to jack the chatterer,he said to jack the chatterer,0.0,0.0,6,6
0011_000147.wav,and there you'll find a snap dragon fly.,and there you'll find a snapdragon fly,and there youll find a snap dragon fly,and there youll find a snapdragon fly,0.25,0.02631578947368421,8,7
0011_000148.wav,"and on the top of them, came winnie, the cute bear.",and on the top of them came winnie the cute bear,and on the top of them came winnie the cute bear,and on the top of them came winnie the cute bear,0.0,0.0,11,11
0011_000149.wav,my winding sheet!,my winding sheet,my winding sheet,my winding sheet,0.0,0.0,3,3
0011_000150.wav,i hope you enjoyed yourself?,i hope you enjoy yourself,i hope you enjoyed yourself,i hope you enjoy yourself,0.2,0.07407407407407407,5,5
0011_000151.wav,all the way to china is home.,all the way to chinar is home,all the way to china is home,all the way to chinar is home,0.14285714285714285,0.03571428571428571,7,7
0011_000152.wav,guilty for what do you rule?,guilty for what do you rule,guilty for what do you rule,guilty for what do you rule,0.0,0.0,6,6
0011_000153.wav,but we are not high yet.,but we are not high yet,but we are not high yet,but we are not high yet,0.0,0.0,6,6
0011_000154.wav,he dreamt them all night.,he dreamt them all night,he dreamt them all night,he dreamt them all night,0.0,0.0,5,5
0011_000155.wav,this speech roused dame ilse to anger.,this speech roused dame ills to anger,this speech roused dame ilse to anger,this speech roused dame ills to anger,0.14285714285714285,0.05405405405405406,7,7
0011_000156.wav,the eye could not catch them.,be iy could not catch them,the eye could not catch them,be iy could not catch them,0.3333333333333333,0.14285714285714285,6,6
0011_000157.wav,"blackbird, and jay.",blackbird and ja,blackbird and jay,blackbird and ja,0.3333333333333333,0.058823529411764705,3,3
0011_000158.wav,it looks much better.,it looks much better,it looks much better,it looks much better,0.0,0.0,4,4
0011_000159.wav,such tunes are joy to dancing fay.,such tunes are a joy to dance and fay,such tunes are joy to dancing fay,such tunes are a joy to dance and fay,0.42857142857142855,0.18181818181818182,7,9
0011_000160.wav,"kitty, can you play chess?",kitty can you play chess,kitty can you play chess,kitty can you play chess,0.0,0.0,5,5
0011_000161.wav,that's a full grown colt.,that's a fool grown cull,thats a full grown colt,thats a fool grown cull,0.4,0.17391304347826086,5,5
0011_000162.wav,i lent george three pounds.,i land george three pounds,i lent george three pounds,i land george three pounds,0.2,0.07692307692307693,5,5
0011_000163.wav,how they went to the mountains to eat nuts.,how they went to the mountains to eat nuts,how they went to the mountains to eat nuts,how they went to the mountains to eat nuts,0.0,0.0,9,9
0011_000164.wav,his large mouth curled into a sneer.,his large math curled into a sneer,his large mouth curled into a sneer,his large math curled into a sneer,0.14285714285714285,0.05714285714285714,7,7
0011_000165.wav,"they were going fast, with a light clip.",they were going fast with a lat clip,they were going fast with a light clip,they were going fast with a lat clip,0.125,0.07894736842105263,8,8
0011_000166.wav,they ate beef at the butcher shop.,they ate beef at the butcher's shop,they ate beef at the butcher shop,they ate beef at the butchers shop,0.14285714285714285,0.030303030303030304,7,7
0011_000167.wav,i toy with my liqueur.,i toy with my liquor,i toy with my liqueur,i toy with my liquor,0.2,0.09523809523809523,5,5
0011_000168.wav,"i said you looked like an egg, sir.",i said you looked like an egg sir,i said you looked like an egg sir,i said you looked like an egg sir,0.0,0.0,8,8
0011_000169.wav,sam waved his arm vaguely.,sam waved his arm vaguely,sam waved his arm vaguely,sam waved his arm vaguely,0.0,0.0,5,5
0011_000170.wav,but if you hadn't done them.,but if you hadn't done them,but if you hadnt done them,but if you hadnt done them,0.0,0.0,6,6
0011_000171.wav,i say neither yea nor nay.,i say neither yea nor nay,i say neither yea nor nay,i say neither yea nor nay,0.0,0.0,6,6
0011_000172.wav,i shall say good bye.,i shall say good bye,i shall say good bye,i shall say good bye,0.0,0.0,5,5
0011_000173.wav,he searched through the box.,he surced through the box,he searched through the box,he surced through the box,0.2,0.1111111111111111,5,5
0011_000174.wav,i pay half a crown a week extra.,i pay half a crown a week extra,i pay half a crown a week extra,i pay half a crown a week extra,0.0,0.0,8,8
0011_000175.wav,all this we have won by our labour.,all this we have won by our labor,all this we have won by our labour,all this we have won by our labor,0.125,0.029411764705882353,8,8
0011_000176.wav,"she just smiled calmly, mother knows that is the best smile.",she just smiled calmly mother knows that it is best to smile,she just smiled calmly mother knows that is the best smile,she just smiled calmly mother knows that it is best to smile,0.2727272727272727,0.1206896551724138,11,12
0011_000177.wav,tom fell with a cloven head.,tom fell with a cloavin head,tom fell with a cloven head,tom fell with a cloavin head,0.16666666666666666,0.07407407407407407,6,6
0011_000178.wav,and vowed he'd change the pigtail's place.,and vowed he changed the pigtail's place,and vowed hed change the pigtails place,and vowed he changed the pigtails place,0.2857142857142857,0.05128205128205128,7,7
0011_000179.wav,daisy creams with pink edges.,daisy creams with pink edges,daisy creams with pink edges,daisy creams with pink edges,0.0,0.0,5,5
0011_000180.wav,toast from the bread fruit tree.,toast from the bread fruit tree,toast from the bread fruit tree,toast from the bread fruit tree,0.0,0.0,6,6
0011_000181.wav,"first, issue a reward.",first issue a reward,first issue a reward,first issue a reward,0.0,0.0,4,4
0011_000182.wav,age forty five if a day a lie.,age forty five if a day alie,age forty five if a day a lie,age forty five if a day alie,0.25,0.034482758620689655,8,7
0011_000183.wav,fresh pain seized paul's body.,fresh pain seized paul's body,fresh pain seized pauls body,fresh pain seized pauls body,0.0,0.0,5,5
0011_000184.wav,"we have been fine, haven't we?",we have been fond haven't we,we have been fine havent we,we have been fond havent we,0.16666666666666666,0.07407407407407407,6,6
0011_000185.wav,the new born baby is stolen as we go.,the new born baby is stolen as we go,the new born baby is stolen as we go,the new born baby is stolen as we go,0.0,0.0,9,9
0011_000186.wav,she jump at the tail and bite it savagely.,she jumped at the tail and bited savagely,she jump at the tail and bite it savagely,she jumped at the tail and bited savagely,0.3333333333333333,0.12195121951219512,9,8
0011_000187.wav,an hour out of guildford town.,an hour out a guilt for town,an hour out of guildford town,an hour out a guilt for town,0.5,0.1724137931034483,6,7
0011_000188.wav,now quicker the fiddle went.,now quicker the fiddle wend,now quicker the fiddle went,now quicker the fiddle wend,0.2,0.037037037037037035,5,5
0011_000189.wav,when such wanderers meet.,when such wanderers met,when such wanderers meet,when such wanderers met,0.25,0.041666666666666664,4,4
0011_000190.wav,and they were sandy yellow brownish all over.,and they were sandy yellow brownish all over,and they were sandy yellow brownish all over,and they were sandy yellow brownish all over,0.0,0.0,8,8
0011_000191.wav,i make her quite nervy at times.,i make her quite nervy et times,i make her quite nervy at times,i make her quite nervy et times,0.14285714285714285,0.03225806451612903,7,7
0011_000192.wav,i have had to grow old.,i have had to grow old,i have had to grow old,i have had to grow old,0.0,0.0,6,6
0011_000193.wav,please hire me after you.,please hire me after you,please hire me after you,please hire me after you,0.0,0.0,5,5
0011_000194.wav,"yes, i miss her.",yes amiss her,yes i miss her,yes amiss her,0.5,0.14285714285714285,4,3
0011_000195.wav,a boat put out on the bay.,a boat put out on the bay,a boat put out on the bay,a boat put out on the bay,0.0,0.0,7,7
0011_000196.wav,clear are your eyes and bright your breath!,clear are your eyes and bright your breath,clear are your eyes and bright your breath,clear are your eyes and bright your breath,0.0,0.0,8,8
0011_000197.wav,"fur flew through the air, teeth gnashed.",fir flew through the air teeth gnashed,fur flew through the air teeth gnashed,fir flew through the air teeth gnashed,0.14285714285714285,0.02631578947368421,7,7
0011_000198.wav,i'd shoot myself.,i'd shoot myself,id shoot myself,id shoot myself,0.0,0.0,3,3
0011_000199.wav,captain tom receives an angry letter.,captain tom receives an angry letter,captain tom receives an angry letter,captain tom receives an angry letter,0.0,0.0,6,6
0011_000200.wav,that cloth does not look worth much!,that cloth does not look worth much,that cloth does not look worth much,that cloth does not look worth much,0.0,0.0,7,7
